Verse Text (Ata Manobo),Verse Text (English)
"Pogkouma ran dio ki Hisus, kagi ran, “Si Huan, no Talagbautismu, kandin ka nigsugu kanami dini to koykow su oyow og-insaan ka ko sikoykow buwa ian ka innangon din no igbuyag no igpohondini to Magboboot woy ko duon pad loin buwa ka ogtagaran noy?” kagi to mgo hibatoon ni Huan.","When the men came to Jesus, they said, “John the Baptist sent us to you to ask, ‘Are you the one who is to come, or should we expect someone else?’”"
"Nò, duon pad dio ki Hisus ka mgo hibatoon ni Huan to nigbawian on ni Hisus ka mohon-ing no mgo otow no mohirap on ka dalu ran. Songo nigdogil din ka busow to duma no mgo otow. Lagkos, mohon-ing ka nabutud no nigbawian din no nakakita on.","At that very time Jesus cured many who had diseases, sicknesses and evil spirits, and gave sight to many who were blind."
"Nigtabak si Hisus to mgo hibatoon ni Huan to, “Uli kow on dio ki Huan woy nangoni now sikandin to tibo no pigkita now woy pigdinog now kuntoon. Inangon now to ogpakakita on ka mgo nabutud, ogpokohipanow on ka mgo napulid, woy nabawian on ka kogang dut mgo ibungon; warad on ka igkaligsomi ran. Ogpakarinog on ka mgo nabongol woy ogkabuhi on ka mgo nammatoy. Woy songo ognangonan ku ka mgo publi to soini no Maroyow no Nangnangonon ligkat to Magboboot.”","So he replied to the messengers, “Go back and report to John what you have seen and heard: The blind receive sight, the lame walk, those who have leprosy are cleansed, the deaf hear, the dead are raised, and the good news is proclaimed to the poor."
"Nigparagas si Hisus to kagi rin to mgo hibatoon ni Huan to, “Napulusan ka otow no kono no limanglimang ka goinawa ran to sikoddi ka impohondini to Magboboot.”",Blessed is anyone who does not stumble on account of me.”
"To nighipanow on ka mgo hibatoon no pigsugu ni Huan, kagi ni Hisus to mgo otow no mohon-ing tongod ki Huan to, “Nokoy ka noiniatan now to pogpitow now nokani no nighondio kow to holholawan? Og-inso a kaniu ko ian inhondio now su oyow ogpitawon now ro ka tibogow no ogkabanloybanloy to kalamag?","After John’s messengers left, Jesus began to speak to the crowd about John: “What did you go out into the wilderness to see? A reed swayed by the wind?"
"Ko kono, nokoy pad,” kagi ni Hisus, “ka inhondio now? Ka otow no ogpokoilis to maroyow lagboy no kinabo dan? Ka mgo otow no og-ilis to mahal no kinabo woy madmaroyow ka pog-ugpo dan, dio atag og-ugpo to mgo baloy to mgo datu,” kagi ni Hisus.","If not, what did you go out to see? A man dressed in fine clothes? No, those who wear expensive clothes and indulge in luxury are in palaces."
"“Nokoy naan ka inhondio now to sikan no holholawan? Og-inso a kaniu ko ian do ogpitawon now porom ka sagboka no talagnangon to kagi to Magboboot? Hoo,” kagi ni Hisus, “Ognangonan ku sikaniu to labow pad to talagnangon ka nakitaan now","But what did you go out to see? A prophet? Yes, I tell you, and more than a prophet."
"su bahin ki Huan ka inpasulat to Magboboot dongan no kagi to Magboboot, ‘Ogpohun-oon ku koykow ka suguonon ku oyow kandin ka ogpanagana to dalan no ogbayaan nu.’ ”","This is the one about whom it is written: ‘I will send my messenger ahead of you, who will prepare your way before you.’"
"Nigparagas si Hisus nigkagi to, “Ka ignangon ku kaniu, agad kon-u, waro otow kai to tano no labow pad ki Huan. Dokad di, sikan no otow no doisok do ka katondanan din di sakup sikandin to Pogsugu to Magboboot, labow pad sikandin ki Huan.” kagi ni Hisus.","I tell you, among those born of women there is no one greater than John; yet the one who is least in the kingdom of God is greater than he.”"
"“Ka tibo no mgo otow no namminog ki Huan, ogmaroyawon dan ka Magboboot. Agad ka mgo talagkubla to buhis, songo nigpaagad-agad to nangnangonon din woy nigpabautismu sikandan ki Huan dio to woig to Hordan.","(All the people, even the tax collectors, when they heard Jesus’ words, acknowledged that God’s way was right, because they had been baptized by John."
"Dokad di ka mgo Parisiu woy ka mgo talag-anad to Balaod to mgo Hudiu, nigsamilian dan ka tuud to Magboboot kandan poron su waro nigbogoy to ogbautismuan sikandan ni Huan.”","But the Pharisees and the experts in the law rejected God’s purpose for themselves, because they had not been baptized by John.)"
"Nigparagas si Hisus to, “Nokoy pad buwa ka ogpounawaan ku ka kuntoon no mgo otow?","Jesus went on to say, “To what, then, can I compare the people of this generation? What are they like?"
"Ogkounawa sikandan to mgo bato no ogpinpinnuu dio to palingki no nigpatabtabakoy no ogbabansagon. Kagi to songo puntuk dio to dangob no puntuk, ‘Nigpanaluroy koy, di waro kow nigsayow. Nigpandalawit koy, no waro kow nigsinogow,’ kagi to mgo bato.","They are like children sitting in the marketplace and calling out to each other: ‘We played the pipe for you, and you did not dance; we sang a dirge, and you did not cry.’"
"Si Huan no Talagbautismu, niglangkad to nigkoon woy waro nig-inum to inumanon, di nigdoot now sikandin to kagi now to, ‘Pigbusawan sikandin.’ ”","For John the Baptist came neither eating bread nor drinking wine, and you say, ‘He has a demon.’"
"Kagi ni Hisus, “Koddi no ian Kakoy to Koot-otawan kai to tano, nighondini ad to kaniu no nigkoon ad dio to mgo pagkoonan now woy nig-inum a rod to inumanon di songo nigdoot a now to kagi now to, ‘Tungulon ka soini no lukos woy palainum, woy amigu sikandin to mgo talagkubla to buhis woy mgo otow no makasasalo.’ Sikan ka ogkagion now,” kagi ni Hisus.","The Son of Man came eating and drinking, and you say, ‘Here is a glutton and a drunkard, a friend of tax collectors and sinners.’"
"“Dokad di, ka natouan to Magboboot, nakitaan to malogot naan dio to tibo no ogpakatinawo kandin,” kagi ni Hisus.",But wisdom is proved right by all her children.”
Duon sagboka no otow to mgo Parisiu no intugun din ki Hisus to oyow dio ogkoon to kandin no baloy. Nighondio si Hisus woy nigsolod on to baloy to Parisiu woy nighibat to kilid din dio to ogkoon.,"When one of the Pharisees invited Jesus to have dinner with him, he went to the Pharisee’s house and reclined at the table."
"No, duon songo boi to sikan no lunsud no maroot ka oghimuon din. Nigdinog to dio ogkoon si Hisus to baloy to sikan no Parisiu. Sikan ian no nig-alap din dio ka taguanan no nohimu to kalasi no batu no oghingaranan to alabaster no naponu to ogkounawa to lana.","A woman in that town who lived a sinful life learned that Jesus was eating at the Pharisee’s house, so she came there with an alabaster jar of perfume."
"Duon do nigsasindog ka boi to longod to paa ni Hisus no nakasinogow on sikandin. Nasubid on ka paa ni Hisus no nigtuluan to luwo to boi, no nigpunasan to boi ka paa rin to bulbul din. Napongaan din on to nigpunas, nigharokan din ka paa rin woy nigbus-ugan din on ka paa rin to sikan no mohomut no ogkounawa to lana no nig-alap din.","As she stood behind him at his feet weeping, she began to wet his feet with her tears. Then she wiped them with her hair, kissed them and poured perfume on them."
"Nò, ka Parisiu no nigpatugun ki Hisus, pogpitow rin to pighimu to boi ki Hisus, kagi to goinawa rin to, “Man naan poron ko talagnangon pa to kagi to Magboboot ka soin no lukos, ogtokoron din poron ko hontow ka soin no boi no ogpunas to paa rin to makasasalo no boi ian.”","When the Pharisee who had invited him saw this, he said to himself, “If this man were a prophet, he would know who is touching him and what kind of woman she is—that she is a sinner.”"
"Kagi ni Hisus no intabak to kagi dut goinawa to tagbanwa to, “Simon, duon ignangon ku koykow.” Kagi to tagbanwa to, “Nokoy naan Maistru ka ignangon nu koddi?”","Jesus answered him, “Simon, I have something to tell you.” “Tell me, teacher,” he said."
"Nigtabak si Hisus to pananglitan. Kagi rin, “Duon darua no otow no nakasamboy to salapi to songo datu. Ka sagboka, nigsamboy to lalimma no gatus. Ka dangob, kalimmaan do ka nigsambayan din.","“Two people owed money to a certain moneylender. One owed him five hundred denarii, and the other fifty."
"Nò,” kagi ni Hisus, “ko waro makabayad ka sika darua no otow to pig-utang dan, nig-awo on dut datu ka utang to sika darua no otow.” Kagi ni Hisus to tagbanwa, “Og-inso a koykow ko hondoi buwa to sika darua ka dakoldakol no goinawa rin to sika datu?”","Neither of them had the money to pay him back, so he forgave the debts of both. Now which of them will love him more?”"
"Nigtabak si Simon to, “Ian buwa dakol ka goinawa to sikan no otow ka naawo on ka utang din no dakol.” “Hoo,” kagi ni Hisus ki Simon, “malogot ian ka intabak nu.”","Simon replied, “I suppose the one who had the bigger debt forgiven.” “You have judged correctly,” Jesus said."
"No niglingi si Hisus to boi no kagi ni Hisus ki Simon to, “Ogkitoon nu ka soini no boi. Ganna, to nigsolod a to baloy nu, waro a nu bogayi to woig no ighugas to paa ku unawa to batasan ta, di sikandin atag, nigsubiran din ka paa ku to mgo luwo din no nigpunasan din to bulbul din.","Then he turned toward the woman and said to Simon, “Do you see this woman? I came into your house. You did not give me any water for my feet, but she wet my feet with her tears and wiped them with her hair."
"To nigsolod a,” kagi ni Hisus, “Waro a nu haroki unawa to batasan ta ko duon ogpanumbaloy di ka soini no boi, ligkat to pogsolod ku kai to baloy nu, waro nighagtong ka sikan no boi to ogharok to soin no paa ku.","You did not give me a kiss, but this woman, from the time I entered, has not stopped kissing my feet."
"Wara a nu sabuki to lana to ulu ku unawa to batasan ta to magaliug, di ka soin no boi, nigbus-ugan din ka paa ku to mahal no ogkounawa to lana no mohomut.","You did not put oil on my head, but she has poured perfume on my feet."
"Kuntoon,” kagi ni Hisus to sika tagbanwa, “ka ignangon ku koykow, napasaylu on to Magboboot ka tibo no mohon-ing no salo to soini no boi no sikan ian to impakita rin ka dakol no goinawa rin koddi. Ko molintok ka salo no napasaylu to songo otow, songo molintok ka goinawa to sika otow dut otow no niglipuas kandin.”","Therefore, I tell you, her many sins have been forgiven—as her great love has shown. But whoever has been forgiven little loves little.”"
"Kagi ni Hisus to sikan no boi to, “Napasaylu on ka mgo salo nu.”","Then Jesus said to her, “Your sins are forgiven.”"
"Nò, ogmakagkagioy ka mgo duma no magaliug no kagi ran, “Hontow ka soini no otow no ogpasaylu to mgo salo to soin no boi?”","The other guests began to say among themselves, “Who is this who even forgives sins?”"
"Kagi ni Hisus to sikan no boi to, “Ka pogtuu nu koddi ian nakalipuas koykow to mgo salo nu. Hipanow kad on su malinow on ka goinawa nu dio to tangkaan to Magboboot.”","Jesus said to the woman, “Your faith has saved you; go in peace.”"
Duon allow no nighipanow si Hisus no nanagpitsagpit dio to mgo lunsud mgo hilit no nignangonnangon to soini no Maroyow no Nangnangonon tongod to Pogsugu to Magboboot. Nigduma ki Hisus ka mgo hibatoon din no sampulu woy darua.,"After this, Jesus traveled about from one town and village to another, proclaiming the good news of the kingdom of God. The Twelve were with him,"
"Songo nigduma ka pila buwa no mgo boi. Nokani, duon duma no narogilan ka busow dio to lawa ran woy ka duma no nabawian to dalu ran. Ka mgo nigduma, duon si Maria Magdalina, no papitu no busow ka narogil to kandin no lawa,",and also some women who had been cured of evil spirits and diseases: Mary (called Magdalene) from whom seven demons had come out;
"si Huana no ian asawa ni Kusa no sikan ka talagbantoy to kalaglagan to gobirnador dan no si Hirodis. Duon dod si Susana, woy mohon-ing dod ka duma no mgo boi. Sikandan ian ka nigbulig ki Hisus mgo duma rin su duon litos no igbulig dan.","Joanna the wife of Chuza, the manager of Herod’s household; Susanna; and many others. These women were helping to support them out of their own means."
"Mohon-ing ka mgo otow no nigligkat to mohon-ing no mgo lunsud no dio dan malimud ki Hisus. Nigkagi si Hisus kandan to pananglitan. Kagi rin,","While a large crowd was gathering and people were coming to Jesus from town after town, he told this parable:"
"“Duon ka otow no nighondio to kamot din su ogsawod to boni. Pogsawod din, duon boni no nakasawod dio to dalan. Ka sikan no boni, nariokan do ka duma woy pan-ulibon on to mgo manukmanuk ka duma.","“A farmer went out to sow his seed. As he was scattering the seed, some fell along the path; it was trampled on, and the birds ate it up."
"Duon pad boni no nakasawod dio to batuon no tano. Pogtubu, nalanos do duon su mamara ka tano.","Some fell on rocky ground, and when it came up, the plants withered because they had no moisture."
Duon pad boni no nakasawod dio to sapiniton. Songo ogtulin poron ka homoy di nigbodboran on dut dugion no bunal no noomus on.”,"Other seed fell among thorns, which grew up with it and choked the plants."
"“Duon pad boni no nakasawod to maroyow no tano. Nigtubu woy nigtuga. Ka songo tagdoy nokouma to songo gatus ka bogas din. To niggaani ran on, dakol ka natibug to nagaani ran.” Nigtimul si Hisus no ogkagi to, “Omunaan ko duon talinga now pamminog kow.”","Still other seed fell on good soil. It came up and yielded a crop, a hundred times more than was sown.” When he said this, he called out, “Whoever has ears to hear, let them hear.”"
Nig-inso ka mgo hibatoon ni Hisus kandin ko nokoy ka kalitukan to pananglitan din.,His disciples asked him what this parable meant.
"Kagi ni Hisus, “Kaniu no mgo hibatoon ku, kono kow ogkoholoson to Magboboot tongod to mgo otow no ogpasakup to pogsugu din, di ka mgo otow no waro mogpasakup koddi, ognangonan ku ro pinabayo to mgo pananglitan su oyow, agad ogpitow poron, kono ogpakakita. Agad ogdinogon dan, kono ogpakasabut sikandan.”","He said, “The knowledge of the secrets of the kingdom of God has been given to you, but to others I speak in parables, so that, ‘though seeing, they may not see; though hearing, they may not understand.’"
"Kagi ni Hisus, “Soini ka kalitukan to impananglitan ku. Ka boni no insawod to sika og-orok, sikan ka nangnangonon to Magboboot.",“This is the meaning of the parable: The seed is the word of God.
